model_id,requested_model_id,device,actual_dtype,prompt_idx,prompt_text,requested_context_length,effective_context_length,layer_idx,head_idx,sketch_dim,theta,false_elimination_rate,elimination_rate,resurrection_rate,top8_overlap,top16_overlap,top32_overlap,topk_overlap,rank_correlation,rank_corr_sample_size,eliminated_count,false_eliminated_count,total_tokens,survivor_count
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,16,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6318372320364232,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,16,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6318372320364232,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,16,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6318372320364232,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,16,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6318372320364232,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,32,0.05,0.0,0.0,1.0,0.5,0.3125,0.1875,0.1875,0.8522238540383662,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,32,0.1,0.0,0.0,1.0,0.5,0.3125,0.1875,0.1875,0.8522238540383662,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,32,0.2,0.0,0.0,1.0,0.5,0.3125,0.1875,0.1875,0.8522238540383662,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,32,0.3,0.0,0.0009765625,0.9990234375,0.5,0.3125,0.1875,0.1875,0.8522238540383662,20000,1,0,1024,1023
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,32,0.5,0.0,0.0009765625,0.9990234375,0.5,0.3125,0.1875,0.1875,0.8522238540383662,20000,1,0,1024,1023
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,64,0.05,0.0,0.0,1.0,0.0,0.0,0.03125,0.03125,0.8885452827471957,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,64,0.1,0.0,0.0,1.0,0.0,0.0,0.03125,0.03125,0.8885452827471957,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,64,0.2,0.0,0.0,1.0,0.0,0.0,0.03125,0.03125,0.8885452827471957,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,64,0.3,0.0,0.0009765625,0.9990234375,0.0,0.0,0.03125,0.03125,0.8885452827471957,20000,1,0,1024,1023
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,64,0.5,0.0,0.0009765625,0.9990234375,0.0,0.0,0.03125,0.03125,0.8885452827471957,20000,1,0,1024,1023
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,128,0.05,0.0,0.0,1.0,0.5,0.4375,0.28125,0.28125,0.9400708726933499,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,128,0.1,0.0,0.0,1.0,0.5,0.4375,0.28125,0.28125,0.9400708726933499,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,128,0.2,0.0,0.0009765625,0.9990234375,0.5,0.4375,0.28125,0.28125,0.9400708726933499,20000,1,0,1024,1023
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,128,0.3,0.0,0.0009765625,0.9990234375,0.5,0.4375,0.28125,0.28125,0.9400708726933499,20000,1,0,1024,1023
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,4,8,128,0.5,0.0,0.0009765625,0.9990234375,0.5,0.4375,0.28125,0.28125,0.9400708726933499,20000,1,0,1024,1023
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,16,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6576938707437212,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,16,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6576938707437212,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,16,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6576938707437212,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,16,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6576938707437212,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,16,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6576938707437212,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,32,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.834442707796673,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,32,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.834442707796673,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,32,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.834442707796673,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,32,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.834442707796673,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,32,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.834442707796673,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,64,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.945747551141142,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,64,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.945747551141142,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,64,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.945747551141142,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,64,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.945747551141142,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,64,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.945747551141142,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,128,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9288748502069737,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,128,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9288748502069737,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,128,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9288748502069737,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,128,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9288748502069737,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,0,128,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9288748502069737,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,16,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8732049094642446,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,16,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8732049094642446,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,16,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8732049094642446,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,16,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8732049094642446,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,16,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8732049094642446,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,32,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9421910569759774,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,32,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9421910569759774,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,32,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9421910569759774,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,32,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9421910569759774,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,32,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9421910569759774,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,64,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9554208382130186,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,64,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9554208382130186,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,64,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9554208382130186,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,64,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9554208382130186,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,64,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9554208382130186,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,128,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9850001693728585,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,128,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9850001693728585,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,128,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9850001693728585,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,128,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9850001693728585,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,4,128,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9850001693728585,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,16,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8451383553414304,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,16,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8451383553414304,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,16,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8451383553414304,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,16,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8451383553414304,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,16,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8451383553414304,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,32,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9204228718773426,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,32,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9204228718773426,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,32,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9204228718773426,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,32,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9204228718773426,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,32,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9204228718773426,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,64,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9552201751998414,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,64,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9552201751998414,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,64,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9552201751998414,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,64,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9552201751998414,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,64,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9552201751998414,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,128,0.05,0.0,0.0,1.0,0.0,0.0,0.03125,0.03125,0.9501372116734119,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,128,0.1,0.0,0.0,1.0,0.0,0.0,0.03125,0.03125,0.9501372116734119,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,128,0.2,0.0,0.0,1.0,0.0,0.0,0.03125,0.03125,0.9501372116734119,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,128,0.3,0.0,0.0,1.0,0.0,0.0,0.03125,0.03125,0.9501372116734119,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,1024,1024,8,8,128,0.5,0.0,0.0,1.0,0.0,0.0,0.03125,0.03125,0.9501372116734119,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,16,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.913303646927314,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,16,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.913303646927314,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,16,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.913303646927314,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,16,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.913303646927314,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,16,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.913303646927314,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,32,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8936377263855996,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,32,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8936377263855996,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,32,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8936377263855996,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,32,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8936377263855996,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,32,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8936377263855996,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,64,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9343326553506326,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,64,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9343326553506326,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,64,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9343326553506326,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,64,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9343326553506326,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,64,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9343326553506326,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,128,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9717360907287045,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,128,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9717360907287045,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,128,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9717360907287045,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,128,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9717360907287045,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,0,128,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9717360907287045,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,16,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8905918433051475,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,16,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8905918433051475,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,16,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8905918433051475,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,16,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8905918433051475,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,16,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8905918433051475,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,32,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9542829634795309,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,32,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9542829634795309,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,32,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9542829634795309,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,32,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9542829634795309,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,32,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9542829634795309,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,64,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9823732800379067,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,64,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9823732800379067,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,64,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9823732800379067,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,64,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9823732800379067,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,64,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9823732800379067,20000,0,0,1024,1024
gpt2,meta-llama/Llama-3.2-1B-Instruct,cpu,float32,0,The attention mechanism in transformers allows each token to,2048,1024,0,4,128,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9853965193380889,20000,0,0,1024,1024
